,Channel ID,Channel Name,Created,Description,Genre,Subscriber Count,Subscriber/Video,Video Count,View Count,Views/Subscriber,Views/Video,Comments/Upload,Comments/View,Days/Upload,Dislikes/Upload,Dislikes/View,Growth Rate,Likes/Upload,Likes/View,Views/Upload
0,UCYL9lSER7W0kMXbGCprMS0A,Vlogs By DK4L,2015-10-14,"Hello it's DK4L De'arra and Ken your favorite couple, We've created this daily vlog channel for all our #DK4L FANS that love to follow us. Well here's a better ...",Vlog,1752716,8306.710900473934,211,134640388,76.81814281378158,638106.1042654029,2466.76,0.49651749194871986,3.8,259.04,0.04593309822386191,0.3363495161657531,30027.66,6.052684658364848,538508.74
1,UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,2013-09-22,Im 21 years old I live in Dubai. On my youtube Channel i am a vlogger. (Dubai youtuber) Business email : movlogsbusiness@gmail.com POSTAL ...,Vlog,5343715,4792.569506726458,1115,1402201489,262.40199729963143,1257579.8107623318,7665.54,0.821172685863761,1.0,2773.86,0.2887382698274502,-0.6879127806903997,32260.38,3.4671623486396603,965554.94
2,UCmMKeHNK3W2UDGnYckZJ1zQ,The Life Of Us Vlogs,2017-04-05,"Welcome to The Life of Us! Our channel will include Vlogs, Story times, Pranks, Challenges & more! TURN OUR NOTIFICATIONS ON TO STAY UPDATED!",Vlog,489745,4115.504201680672,119,30429673,62.13370835843143,255711.53781512604,1608.14,0.7894047148558107,2.3,147.98,0.07298991431912351,-0.1386080980881857,13579.86,6.710580093337006,215069.56
3,UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul Vlogs,2015-08-29,22 year old kid in Hollywood making crazy daily Vlogs! Join the movement and Be A Maverick: https://shoploganpaul.com/,Vlog,17275535,31873.680811808117,542,3635648543,210.45070633123663,6707838.640221402,34632.9,0.6665443528271064,1.6,22218.12,0.38184865233131254,-0.6563970782649226,219187.16,4.5874327162505635,4936391.18
4,UCLGe0PxyRFWmXVGJKq_gGvw,Fancy Vlogs By Gab,2015-07-20,,Vlog,1793501,9590.914438502674,187,159164644,88.74522177573361,851147.8288770054,2844.58,0.34875837097397366,4.7,1144.38,0.12091562899750491,-0.19240040229194524,27648.26,3.582137787722947,966848.48
5,UCPVc4QnmAK13FdJydoQiljg,The Gabbie Vlogs,2014-01-25,Watch my stories unfold in real time! ▷FOLLOW ME ON INSTAGRAM: @thegabbieshow http://instagram.com/thegabbieshow ▷FOLLOW ME ON TWITTER: ...,Vlog,1579237,7050.165178571428,224,164686891,104.28256873414186,735209.3348214285,2646.9,0.4678220902897594,6.5,432.96,0.06722140824252537,-0.2246815785768054,35664.76,6.1853781284445875,657029.2
6,UCnM1ay_QoQOpa1N2iejLA7A,Katie Betzing Vlogs,2016-04-18,Hey I'm Katie Betzing and this is a vlog channel of a behind the scenes look into my life.,Vlog,61469,778.0886075949367,79,901048,14.658575867510452,11405.67088607595,227.48,3.0861791593750065,6.5,13.36,0.10084351129984531,-2.051457425872173,943.24,11.418715666992137,13464.46
7,UCF1Q_zp3Eh3nuEHvMbdKkqg,AlishaMarieVlogs,2012-07-13,Hi I'm Alisha Marie and this vlog channel is a behind the scenes look into my life!!!,Vlog,2739882,4132.552036199095,663,401622046,146.58370177985768,605764.7752639517,4900.8,0.7419026530134248,2.6,383.7,0.05817052959038086,0.25242192408909575,38131.82,5.94711177595964,656686.58
8,UC-SV8-bUJfXjrRMnp7F8Wzw,RomanAtwoodVlogs,2013-08-12,"I'm Roman Atwood, this is my life as a Father to my sons Noah and Kane and daughter Cora, along with my girlfriend Brittney in Ohio. I've made pranks on ...",Vlog,14493195,9591.790205162144,1511,4642270182,320.3068876117378,3072316.467240238,7803.28,0.3710615690342356,2.2,1952.42,0.08182975921237719,1.1673501101235042,76831.9,4.036758074567401,1926862.7
9,UC8b8jeJgftvh6eDXxgddA-A,Laura Lee Vlogs,2015-04-01,This is my Second Channel! VLOG CHANNEL! My First Channel is my beauty channel: youtube.com/user/laura88lee Instagram: @larlarlee Tweet Me ...,Vlog,392799,8927.25,44,8964238,22.82143793645096,203732.68181818182,1084.4772727272727,0.4530289328333337,18.8,164.5909090909091,0.07453250289277895,0.3018766690593038,7553.409090909091,4.290893927397428,203749.6590909091
10,UCcseTnvS6CC-mkIcwKfi-1A,Tana Mongeau Vlogs,2016-01-02,"Hi I'm Tana Mongeau, I'm a struggling demonetized influencer, but I'm also a daily vlogger. Check out my daily vlogs, makeup tutorials, clothing hauls and other ...",Vlog,1324351,10109.54961832061,131,104359080,78.80016702520706,796634.1984732824,2380.42,0.3278492583301461,5.4,1467.18,0.14464912864795856,0.22547810265859267,28323.88,3.8618532609553875,837798.96
11,UCBhZjj4IOuuMRrCT-f_6_ug,Domo and Crissy Vlogs,2016-02-28,WELCOME TO OUR V L O G CHANNEL! IT'S DOMO AND CRISSSSSY ! WE BROUGHT A BABY BOY INTO THIS WORLD ON 3/14/17 AND WE WANNA SHARE ...,Vlog,1794291,10023.972067039105,179,145177889,80.91100551694235,811049.6592178771,1044.1,0.1780266234528475,6.2,490.66,0.07163269221921899,-0.03153583425646598,32975.5,5.3592937310626425,681033.06
12,UCyjhyJoPHcQRxPLnWPjOecg,J House Vlogs,2014-08-15,"We are loving, learning, serving, and playing together with our 5 little kids: Isaac (9), Elise (7), Caleb (5), Laura (3), and our beautiful little baby girl. We love ...",Vlog,1317940,1208.0109990834096,1091,1010246562,766.5345630301834,925982.1833180569,1198.32,0.561919722502117,1.3,177.84,0.05220666434838151,-1.7341160359077803,4603.72,2.1269981340119526,302785.06
13,UC3evtGd5VPZgT-M7LslR_Lg,Tara Michelle Vlogs,2013-05-23,Hey everyone! This is a channel where I record my everyday life and share it with you guys! I hope you'll enjoy and maybe even find them entertaining hahah!,Vlog,325370,424.2112125162973,767,44587347,137.0358269047546,58132.134289439375,132.74,0.28519355505429594,2.1,43.18,0.0854792752025623,-0.27825253726028226,2606.24,5.639194492107675,46750.04
14,UCrbSjN1_5U7hqFKRA0nvFXQ,Colleen Vlogs,2014-12-25,,Vlog,1347273,2993.94,450,152664479,113.31369291895555,339254.3977777778,1192.02,0.6909318208614558,2.7,167.42,0.07788533211057062,-0.40224409286134416,10743.16,6.368380106380559,201160.14
15,UC-XXD_eJ1NUeWb1T4q92PoA,Taylor Girlz VLOGS,2017-09-14,,Vlog,319639,5707.839285714285,56,14394699,45.03423862544933,257048.19642857142,921.28,0.4178915925501984,4.2,200.08,0.08103140620190075,-0.2972225990434871,9083.98,4.23976997370378,254855.04
16,UC0JkmlYoBhkwNP59t2Q1Frg,Kavari Vlogs,2013-06-05,,Vlog,321765,1469.2465753424658,219,30322507,94.23805261603965,138458.93607305936,532.6,0.5069560140670815,2.8,105.0,0.09626023418359288,-0.08799537294471357,5489.14,5.249263177533675,105429.36
17,UC5rjqsGd6hRL6wmeDM8TD9Q,Britpoplife Vlogs,2012-04-23,"Finally, A vlog channel, an opportunity to express myself a little bit more on the YT. you can watch my day to day life, ramblings and a little encouragement For ...",Vlog,361126,2188.642424242424,165,28494936,78.90580019162287,172696.58181818182,1244.34,0.31853072796488596,20.3,142.78,0.038868289138644506,-0.0029423791979144446,12964.12,3.811148347640386,360350.82
18,UCt3PiR2F6agxWThsJCkvPWg,TimothyDeLaGhetto Vlogs,2006-10-02,,Vlog,1128112,1502.1464713715047,751,176693864,156.62794474307515,235278.11451398136,353.66,0.27824142679109526,4.0,95.42,0.04956653980813141,-1.3546156045310496,4362.54,3.2392195042240126,156803.28
19,UCOXFVINC6GCo86LBy0NQCIg,Romee Strijd,2017-07-03,,Vlog,515763,21490.125,24,18178713,35.24625263929363,757446.375,1059.125,0.14973652104111695,12.3,202.25,0.025401183001641407,-0.1788529633645995,22422.333333333332,3.1328596269974778,757926.2083333334
20,UCrUbqTCagwsaP2Fmr0p1TsA,MoreZoella,2012-09-04,Business Contact: http://bitly.com/contactzoella Day in the life videos Bloopers Extras & general life-ness.,Vlog,4892340,10705.339168490153,457,726192717,148.4346380259753,1589043.1444201313,976.74,0.0994055110285352,3.5,663.38,0.05386733782954578,-0.2647202122586321,53075.72,4.902397770714709,1090615.02
21,UCDDgfKQE3eaD1H08VHRAfig,PontiacMadeDDG VLOGS,2014-07-26,THE MOST LIT DAILY VLOG CHANNEL ON YOUTUBE!!!! SUBSCRIBE AND JOIN DDGSquad NOW! #WeLit !!,Vlog,1326799,2119.4872204472845,626,179904139,135.5926097321448,287386.803514377,1140.24,0.6262146738041883,4.1,232.76,0.13018455764832237,-0.11852561741708123,10658.18,5.688796399089267,196898.42
22,UCRJOoaHq957oP2rkCSf9ASg,Candoos Family Vlogs,2010-07-21,"WELCOME To the life of the CANDOOS! We are a family of 7, trying to break through the struggles of Marriage, School, and having a crazy house full.",Vlog,17213,29.728842832469777,579,3250908,188.86353337593678,5614.694300518135,45.44,0.8750788246010839,1.9,9.94,0.18686697571130836,-0.3204281121746862,220.96,4.077245844505762,6201.96
23,UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,2010-02-15,"Hi, I live in New York City and love YouTube. some FAQs Q. what'd i shoot that with A; BIG CAMERA; http://amzn.to/1MIJUGK WIDE LENS; ...",Vlog,9380278,10353.507726269316,906,2184831116,232.9175229135,2411513.373068433,7065.14,0.3823513231360323,2.3,2546.34,0.12400740899014642,-0.7951807558726265,81324.58,4.445216535251951,1819584.68
24,UCCCysu6ecuB4TFqzkyxLJaA,MattyBVlogs,2011-06-27,This is the Official VLOG Channel of MattyBRaps! Thank you for visiting and please SUBSCRIBE! BUSINESS/PRESS CONTACT: info@mattybllc.com ...,Vlog,3395872,8820.446753246753,385,978539093,288.1554702297378,2541659.981818182,3592.26,0.3607603749222065,6.7,967.08,0.08273751372390296,-0.31911286951726864,19910.84,2.13029795756409,1329212.2
25,UCIvGs1yGop7dDESN8r3f8Rg,Bach Vlogs,2011-06-18,Find out what @KingBach does EVERYDAY.,Vlog,1546619,3790.732843137255,408,100948118,65.27019130115433,247421.85784313726,362.84,0.3105533155529331,3.8,101.76,0.06841642489912989,-0.17652549711985327,5767.9,4.532262241323689,143024.72
26,UC7FP6UyeIEiqvrvpw8nFRnw,Hodgetwins Vlogs,2012-07-06,Agent: Valentijn Sloot VSloot@gersh.com Management & Business Inquiries: hodgetwins@gmail.com.,Vlog,657562,1565.6238095238095,420,79738804,121.26431271880067,189854.29523809525,886.0,0.5051594552306725,14.1,125.58,0.0723269905520554,-0.17457741111330977,5375.26,3.091547846362311,200522.5
27,UCmh5gdwCx6lN7gEC20leNVA,David Dobrik,2014-12-19,To see what I'm doing when I'm not vlogging add me on snapchat: @DavidDobrik Business: DavidDobrikBusiness@gmail.com.,Vlog,6623185,15474.731308411216,428,2156242844,325.55980906467204,5037950.570093458,7639.42,0.1923773894717468,2.7,1235.56,0.031921821452822824,-0.13478296104895154,238405.22,6.147772566233937,3895832.46
28,UCwuRC9oEYPRV_drofrS-4kg,Alex Mandel Vlog,2012-03-26,Hey I'm Alex and I like to think of myself as a majestic seahorse prancing through the depths of the Pacific. Come prance with me!,Vlog,481365,610.0950570342205,789,70666005,146.80337166183665,89564.0114068441,139.06,0.4458175402194811,6.2,70.92,0.22981407511013402,-0.060481641978457956,1128.5,3.771910207950937,34593.76
29,UCsl2vIAHvfb8r7ocg325GfQ,SuperwomanVlogs,2011-12-27,"Spent thousands of dollars on tuition, graduated and got a degree. I make YouTube videos now. I am also a happy unicorn that believes in one love. Join me on ...",Vlog,2481290,2005.89329021827,1237,338933822,136.59581185592978,273996.62247372675,1294.54,0.5299847871824154,1.4,121.36,0.04331498912534684,0.21629915507253616,14819.84,6.081266910908024,278903.82
30,UCzNATV-FEyEHVlMR-c18LZA,Hutts Vlog,2017-06-02,"Welcome to Hutts Vlog! I, Hutts, and my girlfriend, Chantell, will be recording weekly vlogs of our life and all the exciting stuff happening around us. Our life is ...",Vlog,12303,1118.4545454545455,11,157328,12.787775339348126,14302.545454545454,162.63636363636363,1.274074914474126,22.6,4.0,0.024216905643384926,-0.07554400076026768,901.9090909090909,6.537644208733738,14311.0
31,UCs58q5h3KIt6qTVNuJ5-Whg,Kreatywny Vlog,2017-12-05,,Vlog,3523,60.741379310344826,58,170703,48.45387453874539,2943.155172413793,14.34,0.49760945354542757,2.0,11.76,0.45487544443694905,0.11532223670083178,160.02,7.3930830632817415,3209.46
32,UCHTa1-Yrmi8w2oy4Co1Jd2A,Connor Murphy Vlogs,2016-10-09,Vlogs and Extras.,Vlog,932364,13915.880597014926,67,127651200,136.91133505798166,1905241.791044776,2346.84,0.20922849387928055,9.2,3597.72,0.13142057262216475,-4.707459044051951,22667.62,1.9652123992484969,1982956.94
33,UC31J-GnK6dQY0p2orKnMN_Q,Shammi Vlogs,2018-01-23,Australian social media entertainer living in his own world of weirdness. Subscribe for daily entertainment.,Vlog,35694,1019.8285714285714,35,1955241,54.777861825516894,55864.02857142857,108.2,0.21059373618843377,3.0,30.742857142857144,0.056434373612943095,-0.4477869169316252,1432.7714285714285,2.7008300819185855,55963.6
34,UCR0VLWitB2xM4q7tjkoJUPw,Vlog Creations,2016-11-29,"My values are unchanging in comedy, courage, and creativity. I'm adding consideration to my list of values. This channel allows me to express myself in ways ...",Vlog,223325,1519.2176870748299,147,18945718,84.83473860964962,128882.43537414966,603.14,0.5359995903825455,3.4,152.92,0.07429900999117019,0.3984210508506131,5408.98,4.135885582053358,134592.16
35,UCTya3dclGw5pLOus1C5Gfyg,HoldOver Vlog,2016-03-27,"As my main channel evolved past the airgun community, I started to feel pressure to steer away from hard-core airgun subjects. I also felt that every video had to ...",Vlog,14057,1405.7,10,336641,23.94828199473572,33664.1,115.2,0.39852940733396836,22.8,26.0,0.07618365941541143,0.2942312750322118,718.5,2.4307356445986987,33693.1
36,UC_lWt_nOkuZnLCYc75woj0Q,Marcum's Vlog,2013-06-10,"Vlogger, 16 ani. Cică fac chestii faine. Abonează-te! Fă bani cu ajutorul youtube,apasă aici http://www.air.io/?page_id=1432&aff=702 ...",Vlog,30888,321.75,96,1924331,62.30027842527843,20045.114583333332,114.78,0.7924406700569729,18.5,63.46,0.46656652631079687,1.6200577264913922,1524.44,4.412188798041917,36074.26
37,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,2007-01-02,Raising nerdy to the power of awesome.,Vlog,3123388,1949.6803995006242,1602,740231533,236.99634275344593,462067.1242197253,1307.08,0.5943233935618863,3.4,175.14,0.0624856342047197,-0.39448725443577864,14772.9,6.400348855441834,247813.82
38,UCMhNYuulhWlH-KeNFoa6MNQ,Hayley Vlogs,2014-12-09,"Day in the life videos, extras, & general shenanigans. Main Channel: Hayleywi11iams ♡ Social Media! Instagram - HayleyWi11iams Twitter - HayleyWi11iams ...",Vlog,50724,1585.125,32,927247,18.280242094472044,28976.46875,143.15625,0.9363950692058427,28.2,36.53125,0.0921712319561487,-0.05820704116333899,1166.71875,6.942898380947361,28978.09375
39,UCPRlGA2w7C_DVw-1ynolJYw,Shaaanxo Vlogs,2011-07-19,"Its Shannon here, from Shaaanxo! This is my vlog channel :)",Vlog,542222,885.9836601307189,612,65347009,120.51707418732549,106776.15849673202,281.52,0.4888688943975961,2.4,42.86,0.07149118871081564,-0.30502428047393804,3031.7,5.3212407322592075,58475.28
40,UC-fouMSM9Zot3x8Hw2_Y5yw,Adam Saleh Vlogs,2012-07-28,SUBSCRIBE for Daily Videos! :) Booking Contact - info@AdamSalehworldwide.com.,Vlog,3981725,2424.923873325213,1642,1096697999,275.43288373757605,667903.775274056,3902.08,1.327244366244296,1.0,419.8,0.12879442949572334,-1.944601015088145,21673.06,7.019880147829681,323947.82
41,UCJ3xy7rzDKtySZLrUVCQfjQ,Leesha Vlogs,2008-09-28,Hey! This is Leesha (xsparkage for the more known name) This will be my non makeup channel :),Vlog,74887,125.6493288590604,596,10645407,142.1529370918851,17861.421140939598,47.36,0.9887208732147095,14.0,4.94,0.07568809379324207,-0.03952379602542194,253.1,5.43698606303068,5070.1
42,UCJu32YspnuE7bck6Li-vyfQ,UIC Vlogs,2017-04-21,29 Year Old guy from Mumbai known as ' Ur IndianConsumer ' [UIC] shares his life on YouTube.,Vlog,144622,1490.9484536082475,97,15132870,104.63739956576454,156008.96907216494,1067.98,0.6981349342130435,4.5,609.54,0.3892083459882788,0.06467060727454073,7746.0,4.988044777390914,158958.62
43,UCcCLyk1Te4ioNycEoKdunbg,Karina Bear Vlogs,2015-07-02,,Vlog,900950,12513.194444444445,72,8951914,9.93608302347522,124332.13888888889,616.54,1.032073642908525,11.1,108.56,0.1007915415560328,0.012557741710950043,3547.92,5.959220750866654,129419.62
44,UCzE4rHZD7TdxGqfMzVT_p2w,ThatcherJoeVlogs,2013-01-13,"Welcome to my second channel! I'd love to share with you all what I get up to on my days off, so what better way to do that then start vlogging! Enjoy :D Follow ...",Vlog,3659997,6256.405128205128,585,595999397,162.8414987771848,1018802.3880341881,1050.68,0.3147473162919896,2.9,101.88,0.02907758687503648,-0.1769019519638732,18886.36,5.834337679924501,355719.0
45,UC-WN47gj27EoWYITQ4TwsBA,MarzBarVlogs,2012-05-17,HELLO! My Name is Alex Brooks or MarzBar and this is my Daily Vlogging Channel. Subscribe for new videos every day (6pm UK Time) where I share my daily ...,Vlog,467487,528.8314479638009,884,88919416,190.20724854380978,100587.57466063349,564.26,0.8061396207609844,1.0,321.46,0.40625746653738914,-0.43167636454294195,2883.24,3.971372155672444,89789.96
47,UCp3N13aCjNxD17wDTZmxwnA,Kaya Vlogs,2016-09-26,"Daily life, Travel, MukBang and.. some simple ASMR videos. :) 일상, 여행, 먹방, 자투리 ASMR 등을 자유롭게 올리고 있어요 ^^ 메인채널 : KayaASMR Check out ...",Vlog,6461,124.25,52,305880,47.342516638291286,5882.307692307692,22.46,0.8954774993943164,11.5,2.86,0.05725131063826386,1.4235932993173357,149.68,3.812295729989711,5998.38
48,UCcNtltXOjp_NiFCXHeVOYcQ,Dina Tokio Vlogs,2017-11-12,"A channel sharing family life, fashion, beauty, being a mum and perhaps a little travelling.. Business and Collaborations: management@dinatorkia.com PO BOX ...",Vlog,100581,5587.833333333333,18,3853433,38.311738797586024,214079.61111111112,488.0,0.23088089215783725,6.2,116.44444444444444,0.052644312150093166,-0.3208101414590081,6776.0,3.2231285611745215,214194.61111111112
